Time,THERMAL ZONE 1:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,2.138127E+03,0.000000E+00,1.103435E-01,0.000000E+00,7.455861E+03,0.000000E+00,3.846940E-01,0.000000E+00,3.003009E+03,0.000000E+00,1.547396E-01,0.000000E+00,1.022440E+03,9.667002E+02,5.275862E-02,7.461043E-02,1.475832E+04,9.825945E+02,7.616007E-01,7.580890E-02
00:20:00,2.138130E+03,0.000000E+00,1.103437E-01,0.000000E+00,7.455868E+03,0.000000E+00,3.846943E-01,0.000000E+00,3.003011E+03,0.000000E+00,1.547396E-01,0.000000E+00,1.022442E+03,9.661319E+02,5.275873E-02,7.456679E-02,1.475833E+04,9.833385E+02,7.616010E-01,7.586638E-02
00:30:00,2.138133E+03,0.000000E+00,1.103438E-01,0.000000E+00,7.455875E+03,0.000000E+00,3.846947E-01,0.000000E+00,3.003012E+03,0.000000E+00,1.547397E-01,0.000000E+00,1.022444E+03,9.652017E+02,5.275882E-02,7.449445E-02,1.475834E+04,9.547659E+02,7.616013E-01,7.366207E-02
00:40:00,2.138136E+03,0.000000E+00,1.103439E-01,0.000000E+00,7.455881E+03,0.000000E+00,3.846950E-01,0.000000E+00,3.003013E+03,0.000000E+00,1.547398E-01,0.000000E+00,1.022446E+03,9.639701E+02,5.275890E-02,7.439813E-02,1.475834E+04,9.222777E+02,7.616016E-01,7.115554E-02
00:50:00,2.138138E+03,0.000000E+00,1.103441E-01,0.000000E+00,7.455887E+03,0.000000E+00,3.846953E-01,0.000000E+00,3.003014E+03,0.000000E+00,1.547398E-01,0.000000E+00,1.022447E+03,9.624576E+02,5.275898E-02,7.427966E-02,1.475835E+04,8.867498E+02,7.616018E-01,6.841445E-02
01:00:00,2.138140E+03,0.000000E+00,1.103442E-01,0.000000E+00,7.455892E+03,0.000000E+00,3.846956E-01,0.000000E+00,3.003015E+03,0.000000E+00,1.547399E-01,0.000000E+00,1.022448E+03,9.606904E+02,5.275905E-02,7.414133E-02,1.475835E+04,8.489763E+02,7.616020E-01,6.550009E-02
01:10:00,2.138143E+03,0.000000E+00,1.103443E-01,0.000000E+00,7.455898E+03,0.000000E+00,3.846959E-01,0.000000E+00,3.003016E+03,0.000000E+00,1.547399E-01,0.000000E+00,1.022450E+03,9.597486E+02,5.275914E-02,7.406665E-02,1.475836E+04,8.104435E+02,7.616025E-01,6.252714E-02
01:20:00,2.138146E+03,0.000000E+00,1.103445E-01,0.000000E+00,7.455903E+03,0.000000E+00,3.846962E-01,0.000000E+00,3.003017E+03,0.000000E+00,1.547400E-01,0.000000E+00,1.022452E+03,9.586548E+02,5.275922E-02,7.398021E-02,1.475837E+04,7.714543E+02,7.616029E-01,5.951897E-02
01:30:00,2.138148E+03,0.000000E+00,1.103446E-01,0.000000E+00,7.455909E+03,0.000000E+00,3.846964E-01,0.000000E+00,3.003018E+03,0.000000E+00,1.547400E-01,0.000000E+00,1.022453E+03,9.573750E+02,5.275930E-02,7.387997E-02,1.475838E+04,7.323649E+02,7.616033E-01,5.650307E-02
01:40:00,2.138151E+03,0.000000E+00,1.103447E-01,0.000000E+00,7.455913E+03,0.000000E+00,3.846967E-01,0.000000E+00,3.003019E+03,0.000000E+00,1.547401E-01,0.000000E+00,1.022455E+03,9.559273E+02,5.275938E-02,7.376747E-02,1.475838E+04,6.934002E+02,7.616037E-01,5.349679E-02
01:50:00,2.138153E+03,0.000000E+00,1.103448E-01,0.000000E+00,7.455918E+03,0.000000E+00,3.846969E-01,0.000000E+00,3.003020E+03,0.000000E+00,1.547401E-01,0.000000E+00,1.022456E+03,9.543332E+02,5.275944E-02,7.364415E-02,1.475839E+04,6.547807E+02,7.616041E-01,5.051716E-02
02:00:00,2.138155E+03,0.000000E+00,1.103449E-01,0.000000E+00,7.455923E+03,0.000000E+00,3.846972E-01,0.000000E+00,3.003020E+03,0.000000E+00,1.547401E-01,0.000000E+00,1.022457E+03,9.526139E+02,5.275951E-02,7.351138E-02,1.475840E+04,6.167206E+02,7.616045E-01,4.758069E-02
02:10:00,2.138157E+03,0.000000E+00,1.103450E-01,0.000000E+00,7.455927E+03,0.000000E+00,3.846974E-01,0.000000E+00,3.003021E+03,0.000000E+00,1.547402E-01,0.000000E+00,1.022459E+03,9.507523E+02,5.275957E-02,7.336768E-02,1.475840E+04,5.786400E+02,7.616048E-01,4.464265E-02
02:20:00,2.138159E+03,0.000000E+00,1.103451E-01,0.000000E+00,7.455931E+03,0.000000E+00,3.846976E-01,0.000000E+00,3.003022E+03,0.000000E+00,1.547402E-01,0.000000E+00,1.022460E+03,9.487642E+02,5.275962E-02,7.321423E-02,1.475841E+04,5.406401E+02,7.616051E-01,4.171084E-02
02:30:00,2.138160E+03,0.000000E+00,1.103452E-01,0.000000E+00,7.455935E+03,0.000000E+00,3.846978E-01,0.000000E+00,3.003022E+03,0.000000E+00,1.547402E-01,0.000000E+00,1.022461E+03,9.466644E+02,5.275968E-02,7.305215E-02,1.475842E+04,5.028287E+02,7.616054E-01,3.879358E-02
02:40:00,2.138162E+03,0.000000E+00,1.103453E-01,0.000000E+00,7.455939E+03,0.000000E+00,3.846980E-01,0.000000E+00,3.003023E+03,0.000000E+00,1.547403E-01,0.000000E+00,1.022462E+03,9.444670E+02,5.275973E-02,7.288253E-02,1.475842E+04,4.653677E+02,7.616057E-01,3.590336E-02
02:50:00,2.138163E+03,0.000000E+00,1.103454E-01,0.000000E+00,7.455942E+03,0.000000E+00,3.846982E-01,0.000000E+00,3.003023E+03,0.000000E+00,1.547403E-01,0.000000E+00,1.022463E+03,9.421868E+02,5.275977E-02,7.270654E-02,1.475843E+04,4.283753E+02,7.616060E-01,3.304931E-02
03:00:00,2.138165E+03,0.000000E+00,1.103454E-01,0.000000E+00,7.455945E+03,0.000000E+00,3.846983E-01,0.000000E+00,3.003024E+03,0.000000E+00,1.547403E-01,0.000000E+00,1.022463E+03,9.398360E+02,5.275982E-02,7.252509E-02,1.475843E+04,3.919343E+02,7.616063E-01,3.023781E-02
03:10:00,2.138166E+03,0.000000E+00,1.103455E-01,0.000000E+00,7.455949E+03,0.000000E+00,3.846985E-01,0.000000E+00,3.003024E+03,0.000000E+00,1.547404E-01,0.000000E+00,1.022464E+03,9.373899E+02,5.275986E-02,7.233629E-02,1.475844E+04,3.553339E+02,7.616066E-01,2.741402E-02
03:20:00,2.138168E+03,0.000000E+00,1.103456E-01,0.000000E+00,7.455952E+03,0.000000E+00,3.846987E-01,0.000000E+00,3.003025E+03,0.000000E+00,1.547404E-01,0.000000E+00,1.022465E+03,9.348584E+02,5.275990E-02,7.214090E-02,1.475844E+04,3.185743E+02,7.616068E-01,2.457797E-02
03:30:00,2.138169E+03,0.000000E+00,1.103456E-01,0.000000E+00,7.455955E+03,0.000000E+00,3.846988E-01,0.000000E+00,3.003025E+03,0.000000E+00,1.547404E-01,0.000000E+00,1.022466E+03,9.322505E+02,5.275993E-02,7.193962E-02,1.475845E+04,2.816935E+02,7.616071E-01,2.173256E-02
03:40:00,2.138170E+03,0.000000E+00,1.103457E-01,0.000000E+00,7.455958E+03,0.000000E+00,3.846990E-01,0.000000E+00,3.003026E+03,0.000000E+00,1.547404E-01,0.000000E+00,1.022466E+03,9.295740E+02,5.275997E-02,7.173304E-02,1.475845E+04,2.446404E+02,7.616073E-01,1.887389E-02
03:50:00,2.138171E+03,0.000000E+00,1.103458E-01,0.000000E+00,7.455960E+03,0.000000E+00,3.846991E-01,0.000000E+00,3.003026E+03,0.000000E+00,1.547404E-01,0.000000E+00,1.022467E+03,9.268358E+02,5.276000E-02,7.152170E-02,1.475846E+04,2.073429E+02,7.616075E-01,1.599637E-02
04:00:00,2.138172E+03,0.000000E+00,1.103458E-01,0.000000E+00,7.455963E+03,0.000000E+00,3.846992E-01,0.000000E+00,3.003027E+03,0.000000E+00,1.547405E-01,0.000000E+00,1.022468E+03,9.240420E+02,5.276003E-02,7.130606E-02,1.475846E+04,1.697837E+02,7.616077E-01,1.309867E-02
04:10:00,2.138173E+03,0.000000E+00,1.103459E-01,0.000000E+00,7.455965E+03,0.000000E+00,3.846994E-01,0.000000E+00,3.003027E+03,0.000000E+00,1.547405E-01,0.000000E+00,1.022468E+03,9.212336E+02,5.276006E-02,7.108931E-02,1.475847E+04,1.327489E+02,7.616079E-01,1.024144E-02
04:20:00,2.138174E+03,0.000000E+00,1.103459E-01,0.000000E+00,7.455968E+03,0.000000E+00,3.846995E-01,0.000000E+00,3.003027E+03,0.000000E+00,1.547405E-01,0.000000E+00,1.022469E+03,9.184158E+02,5.276009E-02,7.087182E-02,1.475847E+04,9.629352E+01,7.616081E-01,7.428932E-03
04:30:00,2.138175E+03,0.000000E+00,1.103460E-01,0.000000E+00,7.455970E+03,0.000000E+00,3.846996E-01,0.000000E+00,3.003028E+03,0.000000E+00,1.547405E-01,0.000000E+00,1.022469E+03,9.155935E+02,5.276011E-02,7.065399E-02,1.475847E+04,6.477231E+01,7.616083E-01,4.997099E-03
04:40:00,2.138176E+03,0.000000E+00,1.103460E-01,0.000000E+00,7.455973E+03,0.000000E+00,3.846997E-01,0.000000E+00,3.003028E+03,0.000000E+00,1.547405E-01,0.000000E+00,1.022470E+03,9.127718E+02,5.276014E-02,7.043621E-02,1.475848E+04,3.950088E+01,7.616085E-01,3.047435E-03
